,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,0,0.6420806794055203,0.16064708862473331,0.593441704238215,0.4962075688326155,0.7188846066651553,0.7121888600607775,0.9830508474576269,0.5651608262906825,0.8504577822990846,0.31001919784154,0.891134588883785,0.6827569047026623,0.10989010989010983,0.13793103448275867,0.6183823529411764,0.9727945060750134,0.7878297443844073,0.784435727721533,0.8341697548323319,0.46681201550387585,0.3953498048933848,0.3043267478889083,0.2835396365551751,0.22593084427192398,0.383436093984336,0.2117954677513074,0.14188020572572935,0.0968196256267855
1,0,0.7933227176220807,0.18755554754157788,0.5865506791756763,0.6564887301056157,0.5581500793470868,0.8394255004529934,0.9953328420535492,0.7120463704346169,0.8369786368260426,0.18476625330773622,0.9513091410197521,0.8313013187360041,0.03296703296703296,0.13793103448275867,0.7898897058823532,0.987057580559958,0.9054868871644177,0.8416802018399276,0.8640088603620097,0.5232904208194905,0.48690196586096557,0.32565154707774197,0.22644192783776662,0.23246846110628733,0.4604232627895351,0.2763896959132288,0.14820672704929222,0.0851029825998362
2,0,0.789416135881104,0.20394571352634472,0.6928331895447017,0.5888821875757653,0.6828383586488327,0.8362523235978798,0.9909113239990173,0.7101318976550353,0.6668362156663274,0.2756187412442277,0.8974506201194304,0.7277929833291863,0.05494505494505486,0.10344827586206906,0.6691176470588237,0.9973586899101954,0.7674447484541176,0.6167609313911164,0.4572676847316326,0.43071211042556545,0.33294342832837076,0.22889145899016144,0.2713984724782723,0.23463915419582204,0.4559716237769896,0.3031598461581031,0.19308406535888212,0.12342929060870611
3,1,0.33430997876857754,0.10364867439055936,0.49413685308652244,0.22740160257116693,0.8882339605531628,0.4174897490143994,0.8653893392286907,0.28833440868176385,0.6940488301119021,0.571213614901676,0.7227836472209463,0.4326947001741728,0.3296703296703296,0.24137931034482762,0.35992647058823535,0.8821975699947173,0.6995878996651093,0.6160688720974279,0.5129034123049752,0.6328953092865052,0.5684306400606586,0.3820782965509592,0.27232025283118255,0.22153838296133613,0.40833670578713077,0.16302813978583883,0.10942833735378454,0.08765007891004256
4,1,0.22337579617834397,0.6542822768617326,0.22836627837719803,0.27538336075083203,0.7558376785309455,0.29443003038883386,0.5671825104396955,0.2555133642892652,0.5470498474059002,0.3506459814247912,0.09439595774000918,0.5222692211993032,0.36263736263736257,0.5517241379310345,0.44834558823529413,0.6410459587955626,0.3694230460329435,0.2887851727259303,0.40939384286460845,0.42766176237937037,0.36662012464631133,0.2202031084142651,0.41114037397945746,0.345676490116962,0.4957269026590807,0.0750809330123682,0.06069364161849711,0.13680404339053487
5,0,0.5120063694267516,0.2894248025543077,0.6633811866713353,0.46618270273086293,0.7712536839718884,0.5944623694403368,0.6787030213706704,0.5537797615899643,0.5673957273652084,0.36953250661547243,0.4965548920532843,0.4939039562080121,0.21978021978021978,0.27586206896551735,0.41966911764705894,0.6090861067089275,0.8324183797019322,0.5964562455462326,0.44432856344465854,0.5843072694193955,0.6089776783237474,0.4878372597791473,0.33236765867790363,0.29523979774247916,0.456852429357012,0.10701142746465239,0.06920486095307449,0.05063227920171007
6,1,0.4680997876857749,0.16538582741762065,0.5724960924386433,0.32799810849314626,0.8422126501927001,0.552659578407388,0.9442397445345125,0.4026210295844219,0.8652085452695828,0.4764177865407566,0.704294901240239,0.5222692211993032,0.23076923076923073,0.17241379310344818,0.44834558823529413,0.9418911780243002,0.5813543833410497,0.46625665256440696,0.4109332967552435,0.41966757633285856,0.37973202892386204,0.3372740379283576,0.39913089281011327,0.3557638285918586,0.5897350441593068,0.10893445117733327,0.08090209822038141,0.11667698823341394
7,1,0.45871549893842894,0.1374776775134272,0.5439117847718815,0.3450761712214444,0.8211289956925867,0.543574032975958,0.9152542372881356,0.4027796875495806,0.7777212614445574,0.4405126342551755,0.7691777675700506,0.536451853694949,0.21978021978021978,0.2068965517241379,0.46268382352941184,0.8975171685155838,0.48836656817473134,0.37856156952371167,0.35121880990465115,0.3301000632811263,0.30634974941283066,0.26973811372170026,0.4474848564656308,0.44463455743398533,0.706215630728212,0.29690656041614794,0.27028810705020245,0.3298839323171585
8,1,0.5440870488322718,0.4395761639208512,0.6182610359279062,0.410782791295061,0.7973248696440718,0.6243095859367092,0.7263571604028496,0.5689897718498461,0.5630722278738554,0.4043999377367302,0.3364722094625632,0.5633242100024882,0.17582417582417575,0.17241379310344818,0.4904411764705884,0.8866877971473852,0.5627740980158982,0.4793800997643918,0.4945399266095398,0.36898334915361486,0.28075009709096954,0.23349229233669727,0.29396892283381615,0.2572909750242607,0.477325207703478,0.24115270745137105,0.17634609257657818,0.18871486505383867
9,1,0.453407643312102,0.11156200280056883,0.44747082414349504,0.3664017087680559,0.7689866243482204,0.5384111404329484,0.91771063620732,0.3964439461409094,0.8181586978636826,0.3665750012971515,0.8419843821773083,0.6178153769594428,0.19780219780219777,0.24137931034482762,0.5477941176470589,0.9458531431590069,0.5844954166829766,0.45010689041966545,0.2928340575266033,0.5064665401044138,0.43820390952970967,0.342004784613191,0.4732947063471162,0.39784973696307263,0.5855690718213632,0.14758861127251602,0.13423376268717857,0.11069380905767429
10,1,0.4686836518046709,0.12539976962977695,0.49930376822475786,0.36689983228906387,0.788710043074133,0.5532229197473111,0.9248341930729549,0.4098452555979819,0.9399796541200407,0.39251803040523014,0.8160312356453836,0.5872107489425229,0.19780219780219777,0.2068965517241379,0.5152573529411766,0.9255150554675118,0.6195111218496865,0.48014406132235976,0.48149084433037714,0.41706217370669196,0.38871987868252167,0.2582233558833314,0.3660784830129049,0.3259870269165943,0.5558121265503368,0.2105226750781661,0.1604387601838787,0.21642327746369144
11,0,0.5587473460721868,0.842197873438309,0.5981763510415952,0.5635912982669871,0.6599410564497847,0.637764112539899,0.6681405060181771,0.6127370614429413,0.536876907426246,0.2561095833549525,0.12517225539733579,0.5954217467031602,0.1648351648351648,0.31034482758620685,0.5240808823529414,0.5942947702060226,0.6890916919870578,0.5542881354844096,0.447422208266119,0.4532708432210092,0.3169604053779149,0.14340214515439087,0.26299710297603374,0.18517288932018997,0.5015116528197682,0.23109487839296097,0.2224295662464157,0.15867910581936595
12,1,0.4596496815286624,0.15998640998107172,0.5507716756850416,0.33749170962965336,0.8288369984130584,0.5444810075959741,0.870547776958978,0.4193224247167955,0.8743641912512716,0.453172832459918,0.7094625631603124,0.5314754914157751,0.23076923076923073,0.2068965517241379,0.45772058823529427,0.9138932910723723,0.6418547079729873,0.5357810062465092,0.5086013301879198,0.4685621341559879,0.40982098274554746,0.359486050159223,0.28722675796681596,0.2509321211502119,0.43545123431808985,0.2440303256689079,0.18117063401756855,0.15899874143476445
13,0,0.47523354564755843,0.24802264328293444,0.47500649756160973,0.3720333498305858,0.775334391294491,0.5595292816533894,0.9356423483173668,0.41283860254064286,0.5005086469989826,0.3745654542624397,0.5374368396876437,0.6170689226175665,0.18681318681318682,0.2068965517241379,0.5470588235294118,0.9646064447966194,0.7041367962539771,0.6367985516829626,0.579921802997514,0.3876611691188103,0.34371127919664146,0.3517989828736197,0.2274953910982354,0.2061392308085193,0.4461875401718761,0.34083174234249203,0.2141800555277411,0.1652915676129213
